molecule;gene;target;start;end;strand
AB000WS9SC;ATP-binding protein;F;3935415;3935880;1
AB000WS9SC;hypothetical protein;F;3935146;3935314;-1
AB000WS9SC;helix-turn-helix domain-containing protein;F;3934212;3935037;-1
AB000WS9SC;aldehyde dehydrogenase family protein;F;3932676;3934137;-1
AB000WS9SC;PadR family transcriptional regulator;F;3931989;3932631;-1
AB000WS9SC;ATP-binding cassette domain-containing protein;F;3930954;3931902;-1
AB000ODMRS;p: ATP-binding cassette domain-containing protein;T;1169300;1170083;1
AB000ODMRS;.;F;1169691.5;1169691.5;1
AB000ODMRS;radical SAM protein;F;1170281;1171454;1
AB000ODMRS;DegT/DnrJ/EryC1/StrS aminotransferase;F;1171460;1173614;1
AB000ODMRS;hypothetical protein;F;1173610;1174939;1
AB000ODMRS;hypothetical protein;F;1174946;1176065;1
AB000ODMRS;phytanoyl-CoA dioxygenase;F;1176113;1176974;1
AB000ODMRS;Gfo/Idh/MocA family oxidoreductase;F;1176996;1178010;-1
AB000ODMRS;zinc-binding dehydrogenase;F;1178023;1179025;-1
AB000ODMRS;glycoside hydrolase family 3 protein;F;1179264;1180776;1
AB000ODMRS;SDR family oxidoreductase;F;1168336;1169140;-1
AB000ODMRS;dihydrodipicolinate reductase;F;1167150;1168227;-1
AB000ODMRS;carboxymuconolactone decarboxylase family protein;F;1166666;1167146;-1
AB000ODMRS;GMC family oxidoreductase;F;1165037;1166657;1
AB000ODMRS;MHS family MFS transporter;F;1163423;1164809;-1
AB000ODMRS;GAF domain-containing protein;F;1161428;1163330;-1
AB000ODMRS;LysR family transcriptional regulator;F;1160533;1161445;1
AB000ODMRS;maleylpyruvate isomerase family mycothiol-dependent enzyme;F;1159821;1160463;-1
AB000ODMRS;ubiquinol-cytochrome c reductase cytochrome b subunit;F;1158081;1159728;-1
AB000Y3DOY;p: ubiquinol-cytochrome c reductase cytochrome b subunit;T;1114522;1115245;1
AB000Y3DOY;.;F;1114883.5;1114883.5;1
AB000Y3DOY;hypothetical protein;F;1115274;1115535;-1
AB000Y3DOY;HPP family protein;F;1115612;1116158;-1
AB000Y3DOY;(Fe-S)-binding protein;F;1116444;1117155;1
AB000Y3DOY;LUD domain-containing protein;F;1117151;1118570;1
AB000Y3DOY;LUD domain-containing protein;F;1118566;1119211;1
AB000Y3DOY;cyclic nucleotide-binding domain-containing protein;F;1119435;1120869;1
AB000Y3DOY;methyltransferase domain-containing protein;F;1120950;1121814;1
AB000Y3DOY;helix-turn-helix domain-containing protein;F;1121902;1122625;1
AB000Y3DOY;glycoside hydrolase family 65 protein;F;1122651;1125054;-1
AB000Y3DOY;HAD-IA family hydrolase;F;1125050;1125809;-1
AB000Y3DOY;ABC transporter substrate-binding protein;F;1113264;1114491;1
AB000Y3DOY;zinc-binding dehydrogenase;F;1112213;1113167;1
AB000Y3DOY;helix-turn-helix domain-containing protein;F;1111177;1112143;-1
AB000Y3DOY;DUF2264 domain-containing protein;F;1109238;1111194;1
AB000Y3DOY;mmuM;F;1108109;1109051;1
AB000Y3DOY;DUF5133 domain-containing protein;F;1107762;1107996;-1
AB000Y3DOY;hypothetical protein;F;1107366;1107708;1
AB000Y3DOY;SnoaL-like domain-containing protein;F;1106561;1107260;1
AB000Y3DOY;AAA family ATPase;F;1103643;1106496;1
AB0001H7UL;p: AAA family ATPase;T;1510336;1511068;1
AB0001H7UL;.;F;1510702.0;1510702.0;1
AB0001H7UL;carbon-nitrogen hydrolase family protein;F;1511128;1511830;1
AB0001H7UL;VOC family protein;F;1511941;1512328;-1
AB0001H7UL;YafY family transcriptional regulator;F;1512391;1513360;1
AB0001H7UL;hypothetical protein;F;1513921;1514185;1
AB0001H7UL;helix-turn-helix domain-containing protein;F;1514438;1515320;1
AB0001H7UL;DUF397 domain-containing protein;F;1515324;1515528;1
AB0001H7UL;1-deoxy-D-xylulose-5-phosphate reductoisomerase;F;1515627;1516839;1
AB0001H7UL;site-2 protease family protein;F;1516838;1518089;1
AB0001H7UL;ispG;F;1518098;1519271;1
AB0001H7UL;GNAT family N-acetyltransferase;F;1519350;1520190;1
AB0001H7UL;MerR family transcriptional regulator;F;1520379;1521372;-1
AB0001H7UL;PadR family transcriptional regulator;F;1509669;1510194;-1
AB0001H7UL;ATP-binding cassette domain-containing protein;F;1508944;1509673;-1
AB0001H7UL;ABC transporter permease;F;1506730;1508948;-1
AB0001H7UL;cytochrome P450;F;1505345;1506596;-1
AB0001H7UL;(4Fe-4S)-binding protein;F;1505127;1505334;-1
AB0001H7UL;hypothetical protein;F;1504828;1504990;-1
AB0001H7UL;hypothetical protein;F;1504195;1504738;1
AB0001H7UL;hypothetical protein;F;1503333;1503765;1
AB0001H7UL;type II toxin-antitoxin system RelE/ParE family toxin;F;1502659;1503023;-1
AB0001H7UL;helix-turn-helix transcriptional regulator;F;1502345;1502663;-1
AB0001H7UL;DUF4304 domain-containing protein;F;1500001;1500493;1
AB000C4BPZ;p: DUF4304 domain-containing protein;T;-3490226;-3489773;1
AB000C4BPZ;.;F;-3489999.5;-3489999.5;1
AB000C4BPZ;hypothetical protein;F;-3491069;-3490748;-1
AB000C4BPZ;tripartite tricarboxylate transporter TctA;F;-3492892;-3491383;1
AB000C4BPZ;tripartite tricarboxylate transporter TctB family protein;F;-3493515;-3492891;1
AB000C4BPZ;tripartite tricarboxylate transporter substrate binding protein;F;-3494489;-3493511;1
AB000C4BPZ;alpha/beta hydrolase;F;-3495364;-3494566;1
AB000C4BPZ;C4-dicarboxylate transporter DctA;F;-3497159;-3495785;-1
AB000C4BPZ;carboxymuconolactone decarboxylase family protein;F;-3497742;-3497253;-1
AB000C4BPZ;SDR family oxidoreductase;F;-3498539;-3497738;-1
AB000C4BPZ;amidohydrolase family protein;F;-3499450;-3498568;-1
AB000C4BPZ;helix-turn-helix domain-containing protein;F;-3500309;-3499517;1
AB000C4BPZ;serine hydrolase family protein;F;-3489575;-3488936;-1
AB000C4BPZ;MerR family transcriptional regulator;F;-3488877;-3488463;1
AB000C4BPZ;MBL fold metallo-hydrolase;F;-3488092;-3486688;1
AB000C4BPZ;hypothetical protein;F;-3486689;-3485942;1
AB000C4BPZ;hypothetical protein;F;-3486116;-3485882;-1
AB000C4BPZ;IS3 family transposase;F;-3485844;-3485514;-1
AB000C4BPZ;IS3 family transposase;F;-3485597;-3484913;-1
AB000C4BPZ;transposase;F;-3484917;-3484590;-1
AB000C4BPZ;nitroreductase family deazaflavin-dependent oxidoreductase;F;-3484175;-3483776;-1
AB000C4BPZ;hypothetical protein;F;-3483690;-3483000;-1
AB000C4BPZ;protoporphyrinogen oxidase;F;-3482917;-3482460;-1
AB000C4BPZ;dienelactone hydrolase;F;-3482170;-3481375;-1
AB000C4BPZ;DUF385 domain-containing protein;F;-3480838;-3480235;-1
AB000C4BPZ;PAS domain-containing protein;F;-3480055;-3479470;1
AB0004UV2U;p: PAS domain-containing protein;T;-398740;-396211;1
AB0004UV2U;.;F;-397475.5;-397475.5;1
AB0004UV2U;WbqC family protein;F;-399452;-398822;1
AB0004UV2U;threonylcarbamoyl-AMP synthase;F;-400129;-399499;1
AB0004UV2U;mltG;F;-401339;-400295;-1
AB0004UV2U;acyl-CoA thioesterase;F;-401747;-401342;-1
AB0004UV2U;YihY/virulence factor BrkB family protein;F;-402704;-401759;-1
AB0004UV2U;tRNA-Ser;F;-402998;-402913;-1
AB0004UV2U;hypothetical protein;F;-403862;-403298;1
AB0004UV2U;hypothetical protein;F;-404474;-403925;1
AB0004UV2U;IS4 family transposase;F;-406087;-404854;1
AB0004UV2U;hypothetical protein;F;-406518;-406158;1
AB0004UV2U;restriction endonuclease subunit S;F;-407846;-406517;1
AB0004UV2U;N-6 DNA methylase;F;-409279;-407842;1
AB0004UV2U;hypothetical protein;F;-395969;-395054;1
AB0004UV2U;hypothetical protein;F;-394995;-394050;1
AB0004UV2U;purB;F;-393890;-392546;-1
AB0004UV2U;DUF4397 domain-containing protein;F;-392265;-391512;-1
AB0004UV2U;ferredoxin--NADP reductase;F;-391259;-390146;1
AB0004UV2U;hypothetical protein;F;-390136;-389656;1
AB0004UV2U;DUF4097 family beta strand repeat protein;F;-389359;-388435;-1
AB0004UV2U;outer membrane beta-barrel protein;F;-388405;-387367;-1
AB0004UV2U;hypothetical protein;F;-387343;-386557;-1
AB0004UV2U;sigma-70 family RNA polymerase sigma factor;F;-386565;-385995;-1
AB000S8P77;p: sigma-70 family RNA polymerase sigma factor;T;-2678857;-2678134;1
AB000S8P77;.;F;-2678495.5;-2678495.5;1
AB000S8P77;MFS transporter;F;-2680068;-2678895;1
AB000S8P77;VWA domain-containing protein;F;-2682382;-2680420;1
AB000S8P77;sigma 54-interacting transcriptional regulator;F;-2683820;-2682398;1
AB000S8P77;hypothetical protein;F;-2684697;-2683887;-1
AB000S8P77;ferrochelatase;F;-2685774;-2684718;1
AB000S8P77;TetR/AcrR family transcriptional regulator;F;-2686465;-2685889;-1
AB000S8P77;fabI;F;-2687267;-2686499;1
AB000S8P77;beta-ketoacyl-ACP reductase;F;-2688019;-2687314;1
AB000S8P77;tRNA (cytidine(34)-2'-O)-methyltransferase;F;-2688637;-2688172;-1
AB000S8P77;divalent-cation tolerance protein CutA;F;-2689060;-2688739;-1
AB000S8P77;S8 family serine peptidase;F;-2677921;-2676691;-1
AB000S8P77;cytochrome P450;F;-2676548;-2675180;-1
AB000S8P77;TetR family transcriptional regulator;F;-2675121;-2674530;1
AB000S8P77;cysteine--1-D-myo-inosityl 2-amino-2-deoxy-alpha-D-glucopyranoside ligase;F;-2674504;-2673265;1
AB000S8P77;metallophosphoesterase;F;-2672922;-2672097;1
AB000S8P77;PAC2 family protein;F;-2672060;-2671220;-1
AB000S8P77;HAD family hydrolase;F;-2670960;-2670273;1
AB000S8P77;class I SAM-dependent methyltransferase;F;-2670226;-2669422;-1
AB000S8P77;phosphoribosyl-ATP diphosphatase;F;-2669273;-2669009;1
AB000S8P77;ATP phosphoribosyltransferase;F;-2668871;-2668025;1
AB00134ZKQ;p: ATP phosphoribosyltransferase;T;-75360;-72879;1
AB00134ZKQ;.;F;-74119.5;-74119.5;1
AB00134ZKQ;CtsR family transcriptional regulator;F;-75837;-75366;1
AB00134ZKQ;tRNA-Arg;F;-76041;-75967;1
AB00134ZKQ;tRNA-Pro;F;-76174;-76100;1
AB00134ZKQ;tRNA-Arg;F;-76258;-76184;1
AB00134ZKQ;tRNA-Leu;F;-76354;-76268;1
AB00134ZKQ;tRNA-Gly;F;-76442;-76370;1
AB00134ZKQ;tRNA-Thr;F;-76525;-76452;1
AB00134ZKQ;tRNA-Leu;F;-76630;-76548;1
AB00134ZKQ;tRNA-Lys;F;-76711;-76638;1
AB00134ZKQ;tRNA-Val;F;-76787;-76714;1
AB00134ZKQ;rrf;F;-76916;-76800;1
AB00134ZKQ;23S ribosomal RNA;F;-79927;-77008;1
AB00134ZKQ;16S ribosomal RNA;F;-81715;-80147;1
AB00134ZKQ;response regulator transcription factor;F;-83148;-82458;-1
AB00134ZKQ;HAMP domain-containing histidine kinase;F;-84343;-83134;-1
AB00134ZKQ;misc_binding;F;-84600;-84381;-1
AB00134ZKQ;serS;F;-85923;-84651;-1
AB00134ZKQ;U32 family peptidase;F;-72687;-71763;1
AB00134ZKQ;U32 family peptidase;F;-71745;-70503;1
AB00134ZKQ;gor;F;-70332;-68985;1
AB00134ZKQ;helix-turn-helix domain-containing protein;F;-68876;-67579;-1
AB00134ZKQ;helix-turn-helix domain-containing protein;F;-67070;-65648;1
AB00134ZKQ;hypothetical protein;F;-65526;-65019;1
AB00134ZKQ;hypothetical protein;F;-64888;-64744;1
AB00134ZKQ;menA;F;-64467;-63513;-1
AB00134ZKQ;FAD:protein FMN transferase;F;-63501;-62400;-1
AB000ZOBB8;p: FAD:protein FMN transferase;T;2199538;2200261;1
AB000ZOBB8;.;F;2199899.5;2199899.5;1
AB000ZOBB8;hypothetical protein;F;2200343;2200838;1
AB000ZOBB8;GNAT family N-acetyltransferase;F;2200779;2201373;1
AB000ZOBB8;zapE;F;2201348;2202386;-1
AB000ZOBB8;pyrimidine reductase family protein;F;2202421;2203204;1
AB000ZOBB8;alpha/beta hydrolase;F;2203227;2204796;1
AB000ZOBB8;DUF2029 domain-containing protein;F;2204831;2206118;1
AB000ZOBB8;msrB;F;2206114;2206531;1
AB000ZOBB8;bifunctional diguanylate cyclase/phosphodiesterase;F;2206482;2208816;-1
AB000ZOBB8;chlorite dismutase family protein;F;2209002;2209707;-1
AB000ZOBB8;protoporphyrinogen oxidase;F;2209773;2211120;-1
AB000ZOBB8;SRPBCC family protein;F;2199017;2199506;1
AB000ZOBB8;helix-turn-helix domain-containing protein;F;2198582;2198900;-1
AB000ZOBB8;hypothetical protein;F;2198157;2198580;1
AB000ZOBB8;hypothetical protein;F;2197677;2197878;1
AB000ZOBB8;hypothetical protein;F;2197316;2197610;1
AB000ZOBB8;ISL3 family transposase;F;2196069;2197287;1
AB000ZOBB8;misc_feature;F;2195585;2195717;-1
AB000ZOBB8;IS3 family transposase;F;2194749;2196016;-1
AB000ZOBB8;TetR/AcrR family transcriptional regulator;F;2193758;2194430;1
AB000ZOBB8;CoA transferase;F;2192503;2193733;1
AB000ZOBB8;cytochrome P450;F;2191277;2192504;1
AB000ZOBB8;FadR family transcriptional regulator;F;2190361;2191147;1
AB000ZOBB8;LLM class flavin-dependent oxidoreductase;F;2189291;2190287;1
AB000VQYM8;p: LLM class flavin-dependent oxidoreductase;T;-5533488;-5532732;1
AB000VQYM8;.;F;-5533110.0;-5533110.0;1
AB000VQYM8;methyltransferase domain-containing protein;F;-5534230;-5533606;-1
AB000VQYM8;hypothetical protein;F;-5534827;-5534359;-1
AB000VQYM8;deoxyxylulose-5-phosphate synthase;F;-5535257;-5534927;-1
AB000VQYM8;SMI1/KNR4 family protein;F;-5536117;-5535139;-1
AB000VQYM8;recA;F;-5537404;-5536288;-1
AB000VQYM8;recX;F;-5537974;-5537407;-1
AB000VQYM8;FtsX-like permease family protein;F;-5540617;-5538064;-1
AB000VQYM8;sulfurtransferase;F;-5541202;-5540785;1
AB000VQYM8;cysteine dioxygenase;F;-5541741;-5541192;1
AB000VQYM8;FAD-dependent monooxygenase;F;-5543531;-5541938;1
AB000VQYM8;AI-2E family transporter;F;-5532779;-5531537;-1
AB000VQYM8;DUF3046 domain-containing protein;F;-5531487;-5531292;-1
AB000VQYM8;hypothetical protein;F;-5531118;-5530194;1
AB000VQYM8;AzlD domain-containing protein;F;-5530226;-5529917;-1
AB000VQYM8;AzlC family ABC transporter permease;F;-5529921;-5529213;-1
AB000VQYM8;DUF2716 domain-containing protein;F;-5529140;-5527880;-1
AB000VQYM8;AraC family ligand binding domain-containing protein;F;-5527870;-5527027;-1
AB000VQYM8;ATP-dependent helicase;F;-5526947;-5522357;1
AB0010R882;p: ATP-dependent helicase;T;-4790932;-4790197;1
AB0010R882;.;F;-4790564.5;-4790564.5;1
AB0010R882;DUF2786 domain-containing protein;F;-4792161;-4791039;-1
AB0010R882;DUF4232 domain-containing protein;F;-4792722;-4792182;1
AB0010R882;hypothetical protein;F;-4793370;-4792869;1
AB0010R882;rpsN;F;-4794266;-4793960;1
AB0010R882;rpmB;F;-4794518;-4794281;1
AB0010R882;rpmG;F;-4794745;-4794580;-1
AB0010R882;type B 50S ribosomal protein L31;F;-4795003;-4794748;-1
AB0010R882;GTP-binding protein;F;-4796172;-4794999;-1
AB0010R882;30S ribosomal protein S18;F;-4796409;-4796175;-1
AB0010R882;DUF397 domain-containing protein;F;-4797439;-4797220;-1
AB0010R882;ATP-binding protein;F;-4798080;-4797588;1
AB0010R882;helix-turn-helix domain-containing protein;F;-4799281;-4798456;-1
AB0010R882;aldehyde dehydrogenase family protein;F;-4800849;-4799388;-1
AB0010R882;PadR family transcriptional regulator;F;-4801563;-4800921;-1
AB0010R882;bifunctional 3'-5' exonuclease/DNA polymerase;F;-4790119;-4788400;1
AB0010R882;tetratricopeptide repeat protein;F;-4788441;-4786804;-1
AB0010R882;AfsR/SARP family transcriptional regulator;F;-4786484;-4785047;-1
AB0010R882;glycosyltransferase;F;-4784777;-4783883;-1
AB0010R882;DUF3052 family protein;F;-4783752;-4783335;-1
AB0010R882;ATP-binding protein;F;-4783331;-4782911;-1
AB0010R882;helix-turn-helix domain-containing protein;F;-4782772;-4781926;1
AB0010R882;DUF397 domain-containing protein;F;-4781918;-4781714;1
AB0010R882;hypothetical protein;F;-4781459;-4780805;1
AB0010R882;protein kinase;F;-4780809;-4778523;1
AB0016O0RE;p: protein kinase;T;9519845;9520607;1
AB0016O0RE;.;F;9520226.0;9520226.0;1
AB0016O0RE;bifunctional 3'-5' exonuclease/DNA polymerase;F;9520797;9522501;1
AB0016O0RE;glycosyltransferase family 2 protein;F;9522729;9523623;-1
AB0016O0RE;Tat pathway signal sequence domain protein;F;9523742;9525113;-1
AB0016O0RE;MFS transporter;F;9525378;9526716;-1
AB0016O0RE;hypothetical protein;F;9526776;9527739;-1
AB0016O0RE;MFS transporter;F;9527769;9528978;-1
AB0016O0RE;helix-turn-helix domain-containing protein;F;9529296;9529932;1
AB0016O0RE;AMP-binding protein;F;9529952;9533030;1
AB0016O0RE;DUF2786 domain-containing protein;F;9518651;9519758;-1
AB0016O0RE;DUF4232 domain-containing protein;F;9518111;9518645;1
AB0016O0RE;hypothetical protein;F;9517532;9518015;1
AB0016O0RE;rpsN;F;9517066;9517372;1
AB0016O0RE;rpmB;F;9516830;9517067;1
AB0016O0RE;rpmG;F;9516605;9516770;-1
AB0016O0RE;type B 50S ribosomal protein L31;F;9516339;9516597;-1
AB0016O0RE;GTP-binding protein;F;9515158;9516340;-1
AB0016O0RE;30S ribosomal protein S18;F;9514921;9515152;-1
AB0016O0RE;DUF397 domain-containing protein;F;9514366;9514645;-1
AB0016O0RE;ATP-binding protein;F;9513741;9514263;1
AB0016O0RE;helix-turn-helix domain-containing protein;F;9512583;9513408;-1
AB0016O0RE;aldehyde dehydrogenase family protein;F;9511018;9512482;-1
AB0016O0RE;helix-turn-helix transcriptional regulator;F;9510540;9510879;1
AB0016O0RE;MBL fold metallo-hydrolase;F;9509623;9510460;-1
AB00137309;p: MBL fold metallo-hydrolase;T;891934;894433;1
AB00137309;.;F;893183.5;893183.5;1
AB00137309;TetR/AcrR family transcriptional regulator;F;894634;895225;1
AB00137309;DNA-directed RNA polymerase subunit beta;F;895481;899123;1
AB00137309;rpoC;F;899164;902821;1
AB00137309;oleate hydratase;F;903058;904738;-1
AB00137309;CtsR family transcriptional regulator;F;891384;891858;1
AB00137309;tenA;F;890608;891268;1
AB00137309;D-2-hydroxyacid dehydrogenase;F;889297;890296;1
AB00137309;hypothetical protein;F;888688;889075;-1
AB00137309;EamA family transporter;F;887723;888584;1
AB00137309;hypothetical protein;F;887238;887628;1
AB00137309;hypothetical protein;F;886466;887036;1
AB00137309;DHH family phosphoesterase;F;885374;886331;1
AB00137309;tRNA-Pro;F;885070;885144;1
AB00137309;tRNA-Arg;F;884951;885025;1
AB00137309;tRNA-Gly;F;884856;884928;1
AB00137309;tRNA-Thr;F;884757;884831;1
AB00137309;tRNA-Leu;F;884668;884750;1
AB00137309;serS;F;882914;884216;1
AB00137309;deoxynucleoside kinase;F;881966;882614;1
AB00045THX;p: deoxynucleoside kinase;T;6577231;6577978;1
AB00045THX;.;F;6577604.5;6577604.5;1
AB00045THX;SDR family oxidoreductase;F;6578013;6578793;-1
AB00045THX;hypothetical protein;F;6578902;6579343;1
AB00045THX;amino acid ABC transporter ATP-binding protein;F;6579511;6580255;1
AB00045THX;glutamate ABC transporter substrate-binding protein;F;6580266;6581187;1
AB00045THX;amino acid ABC transporter permease;F;6581203;6581848;1
AB00045THX;amino acid ABC transporter permease;F;6581844;6582741;1
AB00045THX;CocE/NonD family hydrolase;F;6582773;6584387;-1
AB00045THX;L,D-transpeptidase family protein;F;6584535;6585744;-1
AB00045THX;hypothetical protein;F;6585916;6586660;-1
AB00045THX;ggt;F;6586765;6588583;1
AB00045THX;xth;F;6576363;6577143;1
AB00045THX;MBL fold metallo-hydrolase;F;6575667;6576321;1
AB00045THX;alpha/beta fold hydrolase;F;6574389;6575655;1
AB00045THX;DUF1772 domain-containing protein;F;6573547;6574138;1
AB00045THX;alpha/beta hydrolase;F;6572541;6573399;1
AB00045THX;anthranilate synthase component II;F;6571621;6572461;1
AB00045THX;N-(5'-phosphoribosyl)anthranilate isomerase;F;6570871;6571573;1
AB00045THX;acyl-CoA dehydrogenase family protein;F;6569729;6570875;1
AB00045THX;ectoine synthase;F;6569224;6569599;1
AB00045THX;trpA;F;6568398;6569238;1
AB00045THX;anthranilate phosphoribosyltransferase;F;6567392;6568409;1
AB00045THX;hypothetical protein;F;6567125;6567389;1
AB0003MPO7;p: hypothetical protein;T;-6180677;-6178151;1
AB0003MPO7;.;F;-6179414.0;-6179414.0;1
AB0003MPO7;WbqC family protein;F;-6181389;-6180762;1
AB0003MPO7;creatininase family protein;F;-6182330;-6181565;1
AB0003MPO7;lysophospholipid acyltransferase family protein;F;-6183477;-6182619;-1
AB0003MPO7;GNAT family N-acetyltransferase;F;-6184083;-6183595;-1
AB0003MPO7;GNAT family N-acetyltransferase;F;-6184616;-6184085;-1
AB0003MPO7;helix-turn-helix domain-containing protein;F;-6185506;-6184798;1
AB0003MPO7;umuD;F;-6186039;-6185625;-1
AB0003MPO7;Y-family DNA polymerase;F;-6187357;-6186040;-1
AB0003MPO7;hypothetical protein;F;-6188163;-6187644;-1
AB0003MPO7;hypothetical protein;F;-6189374;-6188174;-1
AB0003MPO7;DUF11 domain-containing protein;F;-6190407;-6189273;-1
AB0003MPO7;transposase;F;-6191863;-6190515;-1
AB0003MPO7;DUF721 domain-containing protein;F;-6177819;-6177498;-1
AB0003MPO7;riboswitch;F;-6177350;-6177224;1
AB0003MPO7;metX;F;-6177072;-6176037;1
AB0003MPO7;aminopeptidase;F;-6175922;-6174890;1
AB0003MPO7;DUF3108 domain-containing protein;F;-6174721;-6173932;1
AB0003MPO7;dnaB;F;-6173818;-6172216;-1
AB0003MPO7;glycosyltransferase family 9 protein;F;-6172114;-6171064;-1
AB0003MPO7;DUF423 domain-containing protein;F;-6170798;-6170414;1
AB0003MPO7;DUF2723 domain-containing protein;F;-6170312;-6167357;-1
AB0015FDSA;p: DUF2723 domain-containing protein;T;847240;849718;1
AB0015FDSA;.;F;848479.0;848479.0;1
AB0015FDSA;rpoB;F;850047;853626;1
AB0015FDSA;rpoC;F;853682;857330;1
AB0015FDSA;toxin-antitoxin system HicB family antitoxin;F;857571;857919;1
AB0015FDSA;hypothetical protein;F;857955;858294;1
AB0015FDSA;SPFH domain-containing protein;F;858329;859157;1
AB0015FDSA;GAF domain-containing protein;F;859564;860047;1
AB0015FDSA;CtsR family transcriptional regulator;F;846758;847238;1
AB0015FDSA;tRNA-Arg;F;846536;846610;1
AB0015FDSA;tRNA-Thr;F;846424;846497;1
AB0015FDSA;tRNA-Leu;F;846327;846410;1
AB0015FDSA;hypothetical protein;F;845402;846062;1
AB0015FDSA;aldo/keto reductase;F;844573;845398;1
AB0015FDSA;tRNA-Asn;F;844279;844352;1
AB0015FDSA;hemH;F;842851;843790;1
AB0015FDSA;FAD-dependent oxidoreductase;F;841502;842840;1
AB0015FDSA;MarR family transcriptional regulator;F;841009;841450;1
AB0015FDSA;FAD-dependent oxidoreductase;F;839328;840672;1
AB0015FDSA;prealbumin-like fold domain-containing protein;F;836269;839086;1
AB000EC5I2;p: prealbumin-like fold domain-containing protein;T;-5323630;-5322859;1
AB000EC5I2;.;F;-5323244.5;-5323244.5;1
AB000EC5I2;MerR family transcriptional regulator;F;-5324813;-5323988;1
AB000EC5I2;NUDIX domain-containing protein;F;-5325473;-5325005;-1
AB000EC5I2;trypsin-like peptidase domain-containing protein;F;-5330025;-5325924;-1
AB000EC5I2;tetratricopeptide repeat protein;F;-5331509;-5330054;1
AB000EC5I2;AAA family ATPase;F;-5332680;-5331513;1
AB000EC5I2;MmcQ/YjbR family DNA-binding protein;F;-5322625;-5322226;-1
AB000EC5I2;MBL fold metallo-hydrolase;F;-5322116;-5321255;-1
AB000EC5I2;class I SAM-dependent methyltransferase;F;-5321078;-5320334;1
